Age,Gender,Monthly Income (AED),Highest Education,Nationality,Purchase Frequency,Monthly Skincare Spend (AED),Brand Preference,Purchase Influencing Factors,Platforms Used,Most Trusted Platform,Influencer Count,Main Influencer Tier Followed,Influencer Content Type Considered,Purchased After Influencer Recommendation,Likelihood to Try Influencer Brand,Willingness to Pay Extra,Main Challenge,Influencer Marketing Effectiveness,Most Influential Ad Format,Purchase Time After Influencer,Online Community Member,Would Recommend Based on Influencer,Biggest Influencer Marketing Turn-off,Preferred Discovery Channel
40,Female,"5,000–9,999",Bachelor’s Degree,Expat – Arab,Monthly,100–249,Premium,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Neutral,11–25% more,Not sure what works for me,Not very effective,Reel,Within a week,No,Yes,Unrelatable content,Online search
28,Male,"5,000–9,999",High School,Expat – Arab,Rarely,Less than 100,Korean,"Product ingredients, Price","YouTube, TikTok, Snapchat",YouTube,8 or more,Micro (10k–100k),Instagram Posts,No,Likely,1–10% more,Not enough trusted reviews,Neutral,Standard post,Never,Yes,No,Lack of authenticity,Advertisements
71,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Rarely,250–499,Drugstore,"Price, Online reviews","Instagram, YouTube",YouTube,1–3,Not sure,"Instagram Posts, Instagram Reels, TikTok Videos",No,Very unlikely,1–10% more,Not sure what works for me,Somewhat effective,Standard post,Within a week,Yes,No,Over-promotion,In-store
30,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Premium,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Stories, Instagram Reels, TikTok Videos",Yes,Likely,11–25% more,Hard to find in Dubai,Not very effective,Standard post,Within a week,No,Yes,Over-promotion,Friends/Family
35,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Weekly,Less than 100,Premium,"Friends/Family recommendations, Social media influencers","Instagram, YouTube, TikTok",Instagram,None,Macro (100k–1M),Instagram Stories,Yes,Likely,1–10% more,Not sure what works for me,Neutral,Reel,Within a month,No,No,Over-promotion,Social media/influencers
53,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,100–249,Korean,"Friends/Family recommendations, Product ingredients",YouTube,YouTube,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Neutral,1–10% more,Products are expensive,Somewhat effective,Story,Within a month,No,No,Lack of authenticity,In-store
26,Female,"10,000–19,999",Master’s Degree,Expat – Arab,Every 2–3 months,100–249,Drugstore,"Social media influencers, Friends/Family recommendations","Instagram, YouTube",YouTube,1–3,Celebrity (10M+),TikTok Videos,Yes,Likely,1–10% more,Too many options,Somewhat effective,Reel,Immediately,No,Yes,Lack of authenticity,Social media/influencers
23,Female,"20,000–29,999",High School,Expat – Western,Rarely,250–499,Organic/Natural,"Friends/Family recommendations, Product ingredients","Instagram, YouTube",TikTok,None,Not sure,"Instagram Posts, Instagram Stories, Instagram Reels",Yes,Likely,26–50% more,Not sure what works for me,Highly effective,Reel,Within a week,Yes,Yes,None,Social media/influencers
42,Male,"20,000–29,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,Less than 100,Korean,"Online reviews, Social media influencers",None,None,None,Mega (1M–10M),"Instagram Posts, Instagram Reels",No,Very likely,No increase,Products are expensive,Somewhat effective,Story,After a long time,No,No,None,Advertisements
43,Male,"10,000–19,999",High School,Expat – Arab,Every 2–3 months,100–249,Korean,"Social media influencers, Price","Instagram, TikTok, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Reels, TikTok Videos",Yes,Neutral,No increase,Not sure what works for me,Somewhat effective,Reel,Within a month,Yes,No,Over-promotion,Social media/influencers
53,Female,"5,000–9,999",High School,Expat – Asian,Monthly,Less than 100,Korean,"Brand reputation, Online reviews",Instagram,Instagram,8 or more,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Unlikely,More than 50% more,Not enough trusted reviews,Somewhat effective,Story,Within a week,Yes,Yes,Repetitive ads,Social media/influencers
48,Female,"Less than 5,000",Bachelor’s Degree,Expat – Arab,Weekly,500–999,Premium,"Price, Product ingredients","Instagram, YouTube, TikTok, Facebook",TikTok,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Neutral,11–25% more,Too many options,Somewhat effective,Story,Within a month,No,No,Unrelatable content,In-store
44,Female,"10,000–19,999",Bachelor’s Degree,Emirati,Monthly,"1,000 or more",Korean,"Friends/Family recommendations, Social media influencers",Instagram,Instagram,1–3,Mega (1M–10M),"Instagram Posts, Instagram Stories, Instagram Reels, TikTok Videos",Yes,Likely,1–10% more,Too many options,Highly effective,Story,Within a week,No,Yes,Lack of authenticity,Social media/influencers
52,Female,"5,000–9,999",Master’s Degree,Expat – Asian,Monthly,100–249,No preference,"Product ingredients, Online reviews","Instagram, YouTube",YouTube,1–3,Celebrity (10M+),Instagram Posts,No,Very likely,No increase,Not enough trusted reviews,Neutral,Long video (YouTube/TikTok),Within a week,Yes,No,Lack of authenticity,Online search
43,Female,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Organic/Natural,"Online reviews, Product ingredients","Instagram, TikTok, Snapchat",YouTube,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Unlikely,More than 50% more,Products are expensive,Highly effective,Reel,Never,Yes,No,Lack of authenticity,In-store
44,Female,"Less than 5,000",Doctorate,Expat – Asian,Every 2–3 months,Less than 100,No preference,"Friends/Family recommendations, Brand reputation","Instagram, YouTube, TikTok",TikTok,None,Macro (100k–1M),"Instagram Posts, Instagram Reels, TikTok Videos",No,Very unlikely,26–50% more,Too many options,Somewhat effective,Standard post,Within a week,No,No,Unrelatable content,Advertisements
30,Female,"5,000–9,999",High School,Other,Every 2–3 months,500–999,Organic/Natural,"Friends/Family recommendations, Online reviews","Instagram, Snapchat",TikTok,1–3,Micro (10k–100k),Instagram Posts,No,Likely,More than 50% more,Hard to find in Dubai,Neutral,Long video (YouTube/TikTok),Immediately,Yes,No,Unrelatable content,Online search
80,Male,"Less than 5,000",High School,Expat – Asian,Monthly,Less than 100,Drugstore,"Price, Friends/Family recommendations","Instagram, YouTube",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels",No,Neutral,No increase,Not sure what works for me,Somewhat effective,Reel,Never,No,No,Repetitive ads,In-store
47,Female,"20,000–29,999",High School,Expat – Western,Every 2–3 months,250–499,Drugstore,"Social media influencers, Product ingredients",TikTok,TikTok,8 or more,Macro (100k–1M),"Instagram Reels, TikTok Videos",No,Likely,26–50% more,Too many options,Somewhat effective,Standard post,After a long time,No,No,Repetitive ads,Social media/influencers
28,Male,"5,000–9,999",High School,Expat – Arab,Weekly,100–249,Korean,"Brand reputation, Price","Instagram, TikTok, Facebook",Instagram,1–3,Micro (10k–100k),"Instagram Posts, Instagram Reels, YouTube Videos",No,Likely,No increase,Not sure what works for me,Somewhat effective,Standard post,Within a week,Yes,No,Repetitive ads,Friends/Family
53,Female,"10,000–19,999",Bachelor’s Degree,Expat – Asian,Monthly,Less than 100,Premium,"Product ingredients, Social media influencers","Instagram, TikTok, Snapchat",Instagram,1–3,Micro (10k–100k),"Instagram Stories, Instagram Reels",Yes,Unlikely,No increase,Too many options,Not very effective,Story,Within a month,No,Yes,Repetitive ads,In-store
57,Female,"Less than 5,000",Bachelor’s Degree,Expat – Western,Every 2–3 months,100–249,Premium,"Online reviews, Social media influencers","YouTube, TikTok",YouTube,4–7,Micro (10k–100k),TikTok Videos,Yes,Very likely,1–10% more,Too many options,Not effective at all,Reel,After a long time,No,Yes,Repetitive ads,In-store
46,Female,"10,000–19,999",High School,Expat – Asian,Every 2–3 months,100–249,Organic/Natural,"Brand reputation, Friends/Family recommendations","Instagram, TikTok",Instagram,4–7,Mega (1M–10M),YouTube Videos,No,Likely,1–10% more,Products are expensive,Neutral,Reel,Within a week,No,No,Over-promotion,In-store
36,Male,"5,000–9,999",Doctorate,Expat – Asian,Rarely,Less than 100,Premium,"Brand reputation, Price","TikTok, Snapchat",TikTok,4–7,Mega (1M–10M),"Instagram Posts, TikTok Videos",Yes,Very likely,No increase,Not enough trusted reviews,Neutral,Story,Within a month,No,Yes,Lack of authenticity,In-store
30,Male,"20,000–29,999",Master’s Degree,Expat – Arab,Monthly,Less than 100,Premium,"Online reviews, Brand reputation",Instagram,Instagram,1–3,Not sure,Instagram Reels,Yes,Likely,1–10% more,Not sure what works for me,Highly effective,Story,Within a month,Yes,Yes,Unrelatable content,Social media/influencers
38,Female,"20,000–29,999",Bachelor’s Degree,Emirati,Monthly,100–249,Organic/Natural,"Price, Online reviews","Instagram, YouTube",YouTube,1–3,Macro (100k–1M),"Instagram Stories, Instagram Reels, YouTube Videos, TikTok Videos",No,Neutral,11–25% more,Hard to find in Dubai,Not very effective,Story,Within a month,No,No,Unrelatable content,Social media/influencers
45,Male,"5,000–9,999",High School,Expat – Asian,Monthly,250–499,Organic/Natural,"Online reviews, Price",TikTok,TikTok,8 or more,Macro (100k–1M),"Instagram Posts, TikTok Videos",No,Very likely,No increase,Not sure what works for me,Not effective at all,Standard post,Within a month,No,No,Over-promotion,Social media/influencers
39,Female,"20,000–29,999",High School,Expat – Arab,Monthly,500–999,Premium,"Friends/Family recommendations, Online reviews","Instagram, YouTube",TikTok,None,Micro (10k–100k),"Instagram Posts, Instagram Stories, Instagram Reels, YouTube Videos",No,Neutral,No increase,Too many options,Somewhat effective,Reel,Within a month,No,Yes,Repetitive ads,Social media/influencers
68,Male,"30,000 or more",High School,Expat – Western,Every 2–3 months,250–499,Organic/Natural,"Online reviews, Social media influencers",Instagram,Instagram,1–3,Not sure,None,Yes,Likely,No increase,Not sure what works for me,Neutral,Story,Immediately,No,Yes,None,Friends/Family
50,Male,"20,000–29,999",High School,Expat – Arab,Every 2–3 months,Less than 100,Organic/Natural,"Price, Social media influencers","Instagram, YouTube, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Neutral,26–50% more,Not sure what works for me,Somewhat effective,Reel,After a long time,No,No,Unrelatable content,Social media/influencers
29,Male,"20,000–29,999",Bachelor’s Degree,Other,Every 2–3 months,500–999,Korean,"Friends/Family recommendations, Price","Instagram, TikTok",YouTube,1–3,Macro (100k–1M),None,Yes,Very likely,No increase,Not enough trusted reviews,Somewhat effective,Long video (YouTube/TikTok),Within a week,No,Yes,Over-promotion,Advertisements
27,Female,"5,000–9,999",Bachelor’s Degree,Other,Monthly,100–249,Drugstore,"Brand reputation, Product ingredients","Instagram, YouTube",YouTube,4–7,Macro (100k–1M),YouTube Videos,Yes,Neutral,1–10% more,Not sure what works for me,Not very effective,Standard post,Within a month,No,Yes,Repetitive ads,Social media/influencers
47,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Every 2–3 months,100–249,Drugstore,"Product ingredients, Friends/Family recommendations","Instagram, TikTok",YouTube,1–3,Mega (1M–10M),Instagram Stories,No,Neutral,No increase,Not enough trusted reviews,Somewhat effective,Standard post,Within a month,No,No,Lack of authenticity,Friends/Family
36,Male,"Less than 5,000",Other,Expat – Arab,Weekly,Less than 100,Korean,"Online reviews, Price","Instagram, TikTok",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Very unlikely,26–50% more,Products are expensive,Somewhat effective,Standard post,Within a month,No,No,Lack of authenticity,Social media/influencers
51,Male,"Less than 5,000",Bachelor’s Degree,Expat – Western,Every 2–3 months,Less than 100,Premium,"Price, Friends/Family recommendations","Instagram, YouTube",TikTok,1–3,Micro (10k–100k),Instagram Reels,No,Very unlikely,No increase,Products are expensive,Neutral,Story,Within a month,Yes,Yes,Repetitive ads,Social media/influencers
47,Female,"30,000 or more",Doctorate,Other,Monthly,500–999,No preference,"Online reviews, Friends/Family recommendations","Instagram, YouTube",Instagram,8 or more,Macro (100k–1M),"Instagram Posts, Instagram Stories, YouTube Videos, TikTok Videos",No,Likely,1–10% more,Products are expensive,Not very effective,Reel,Within a month,No,No,Repetitive ads,Friends/Family
38,Male,"5,000–9,999",High School,Expat – Asian,Monthly,500–999,Organic/Natural,"Product ingredients, Social media influencers","Instagram, YouTube, TikTok, Snapchat",TikTok,1–3,Mega (1M–10M),Instagram Reels,Yes,Very likely,1–10% more,Not sure what works for me,Neutral,Reel,Within a week,No,Yes,Over-promotion,In-store
29,Female,"10,000–19,999",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Organic/Natural,"Social media influencers, Friends/Family recommendations","YouTube, Snapchat",TikTok,None,Macro (100k–1M),"Instagram Posts, Instagram Reels",Yes,Neutral,26–50% more,Too many options,Somewhat effective,Reel,Within a month,Yes,Yes,Repetitive ads,Social media/influencers
24,Female,"20,000–29,999",Bachelor’s Degree,Expat – Asian,Rarely,250–499,No preference,"Online reviews, Social media influencers","Instagram, YouTube, TikTok",TikTok,1–3,Macro (100k–1M),"Instagram Stories, YouTube Videos",Yes,Neutral,No increase,Not enough trusted reviews,Somewhat effective,Story,After a long time,No,Yes,Over-promotion,Social media/influencers
42,Male,"20,000–29,999",High School,Expat – Asian,Weekly,250–499,Organic/Natural,"Friends/Family recommendations, Price","Instagram, YouTube",Instagram,4–7,Micro (10k–100k),"Instagram Posts, Instagram Reels",No,Very likely,1–10% more,Not sure what works for me,Not effective at all,Story,After a long time,No,No,Unrelatable content,Social media/influencers
26,Male,"30,000 or more",High School,Expat – Arab,Monthly,250–499,Premium,"Friends/Family recommendations, Price","Instagram, YouTube, TikTok",YouTube,4–7,Macro (100k–1M),"YouTube Videos, TikTok Videos",No,Very likely,No increase,Too many options,Somewhat effective,Story,Within a month,No,No,Unrelatable content,Social media/influencers
29,Non-binary,"5,000–9,999",Bachelor’s Degree,Expat – Asian,Every 2–3 months,Less than 100,Drugstore,"Social media influencers, Price","Instagram, TikTok, Snapchat",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Reels, YouTube Videos, TikTok Videos",Yes,Neutral,26–50% more,Not enough trusted reviews,Not very effective,Reel,Within a week,Yes,Yes,Lack of authenticity,Social media/influencers
42,Female,"Less than 5,000",Bachelor’s Degree,Emirati,Monthly,100–249,Organic/Natural,"Social media influencers, Product ingredients","Instagram, YouTube, TikTok",Instagram,1–3,Macro (100k–1M),"Instagram Posts, Instagram Stories, YouTube Videos, TikTok Videos",Yes,Very unlikely,1–10% more,Not sure what works for me,Neutral,Standard post,Within a week,No,Yes,Lack of authenticity,Online search
40,Female,"5,000–9,999",Bachelor’s Degree,Emirati,Monthly,100–249,Premium,"Price, Friends/Family recommendations","Instagram, YouTube",YouTube,4–7,Micro (10k–100k),"Instagram Posts, YouTube Videos",No,Unlikely,1–10% more,Products are expensive,Neutral,Reel,Within a week,No,No,Repetitive ads,Friends/Family
26,Male,"Less than 5,000",Bachelor’s Degree,Expat – Arab,Monthly,Less than 100,Korean,"Online reviews, Social media influencers","Instagram, YouTube, TikTok",Instagram,4–7,Celebrity (10M+),"Instagram Posts, Instagram Reels, YouTube Videos",Yes,Very likely,1–10% more,Not sure what works for me,Somewhat effective,Reel,Within a month,Yes,Yes,Lack of authenticity,Social media/influencers
